UserNick,comment_time,content,auctionSku
t***8,2021/5/20 12:26,没吃过这个牌子的螺蛳粉，想试试味道，但是快递未免有些暴力了，希望里面的粉没被压成短节节,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
c***q,2021/5/16 10:11,比以前的酸点，挺不错的，就是什么时候价格还能再优惠点就完美了。不然把粉量装多点呀,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
1***u,2021/5/16 20:21,味道好好吃   配料份量也很足   在店里都是粉多配料少    现在是粉和配料都很多   吃的好满足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/20 23:30,平时不觉得李子柒螺蛳粉怎么样，但是出来了发现还是这种东西不错啊。之前觉得食堂有的吃的就行啦，管他味道怎么样。结果吃了2个月发现还是需要来点其他的都是调剂品。所以看了一下还是李子柒吧，毕竟宣传国粹啊，外国人都好奇，所以这人就应该支持一下。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/16 7:49,一直吃好欢螺牌子，好欢螺里面真的有螺，好吃得根本停不下来，李子柒牌子第一次下单抱着试试的心态，结果简直了，没有螺肉也好吃，自己再搭配一点青菜，西红柿，绝配，当然只是针对我个人口味，哈哈！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
微***4,2021/5/11 16:46,口感味道：不是很臭，味道比较合适 包装品质：快递包装和内包装都挺好的 整体评价：味道喜欢，会继续购买,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
景***9,2021/5/18 12:34,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
三***3,2021/5/17 16:19,还没吃，直播间买的，比超市便宜，好评先。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
温***8,2021/5/20 19:15,收到货了，太棒了，支持李子柒品牌希望食品安全质量越来越好。 包装品质：好,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
尹***罂,2021/5/15 15:17,螺蛳粉yyds ！他家的腐竹是真的多，腐竹泡了螺蛳粉汤之后真的太好吃了，还可以在里面加自己喜欢吃的东西，口味相对于我吃的别家的螺蛳粉稍微清淡一些，不过我很喜欢哈哈,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
w***y,2021/5/16 15:10,又买了，囤了一大箱，好不好吃不用說了！  只要价格漂亮就囤吧！哈哈！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/5/14 12:30,整体评价：李子柒家的螺蛳粉是名声在外的，前几天买回来，喜欢😍料足量大，值了 包装品质：包装是我买这么多东西以来感觉最用心的商家，看图,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
p***i,2021/5/20 17:41,买了N多次了，很喜欢他的螺丝粉，味道刚刚好，很好吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
蜗***n,2021/5/6 19:14,味道纯正，跟超市里买的一模一样！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
5***u,2021/5/14 18:20,口感味道：好吃 包装品质：独立包装 整体评价：实惠，美味,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/20 22:04,螺蛳粉收到了，这次买了一箱八包，超级实惠,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/10 8:28,整体评价：极好 胀包问题：木有 包装品质：高端大气 口感味道：醉生梦* 新鲜度：没得说,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
和***鸿,2021/3/20 17:10,此用户没有填写评论!,口味:日常款柳州螺蛳粉*3袋
w***姐,2021/5/20 14:57,整体评价：无限回购 ，这次又囤了好多 ，非常好吃够味,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
d***8,2021/5/16 13:50,新鲜度：#炒河粉+猪杂枸杞叶汤#好吃，这次点了个炒米粉，真的很不错，我都吃完了，汤也也好喝，就是有一点点咸，但是不影响它的美味。真的很不错的一家店，值得大家去购买。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
项***4,2021/5/9 10:36,首先说螺蛳粉，非常好吃，味道没有以前吃过的螺蛳粉冲，气味是宿舍可以接受人，主要是好吃料还多，对于我这种爱吃料的人来说，非常非常非常非常非常非常非常非常非常非常非常非常非常非常非常非常非常喜欢。李子柒果然很棒很棒非常棒,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
一***帘,2021/5/20 18:38,薇娅直播间买的，活动价合算。口味好值得回购。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/20 16:38,螺狮粉包装设计的有食欲，还没有打开吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***0,2021/5/20 11:22,料很足，味道也可以。我老公吃完拉肚子了，我没事，但是第二天起来脸会有点浮肿。不能说它不好，只能说有些人不适合吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
y***4,2021/4/5 16:12,此用户没有填写评论!,口味:【鲜辣酸爽烫 】螺蛳粉335g*3袋
a***y,2021/5/20 22:31,味道真的不错，没那么臭，份量很足，无限回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
凝***9,2021/5/20 17:07,收到了，迫不及待的吃起来，尤其是料包，很多，味道闻着就不错，大爱！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***3,2021/5/19 21:00,第一次买，希望有想象中的臭味，嘻嘻，快递包装挺不错～,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
张***天,2021/5/11 10:28,份量很足，尤其喜欢吃那个腐竹皮，味道很赞。味道没有好欢螺的浓，但是觉得刚刚好，好欢螺味道还是太浓了，每次吃完一天都缺水，比柳州人家的也好吃一些。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
我***y,2021/5/17 22:48,这个产品不行，食材都非常有损健康。尤其那个醋包，倒在碗里，非常刺鼻，不晓得是不是工业醋，食醋应该是有粮食的香味呀，吓得我赶紧倒掉了，酱包咸的要命，喝很多水，都不解渴，不知道加了多少盐巴。 我那么喜欢李子柒的视频，看她制作食材都新鲜，考究，没有想到被雾里看花了一把。伤心了，以后再不买你家产品。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
懒***8,2021/5/19 19:14,吃过几家的螺蛳粉，李子柒家味道不错，配料十足。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
f***6,2021/5/20 19:02,反正一直吃完了就买，老客户了，口味淡的人就买李子柒没错了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***0,2021/5/20 8:14,满满一大箱，酸爽好吃，正宗的柳州螺蛳粉，超级棒,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
月***娜,2021/5/19 15:12,不知第几次购买了，也试过了其他牌子，比较之后还是觉得李子柒最好吃😋,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***9,2021/5/20 12:02,不知道怎么说，买了三次，三次味道都不一样。不知道是什么原因，之前一直在超市买的李子柒，就不会这种，在淘宝买的，第一次吃完像有东西腻在嘴里，第二次的倒是好吃，第三次哪个粉煮都煮不软，就像胶一样，而且很辣,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
秀***j,2021/5/15 10:50,味道好好哦！太好吃啦！好大一包，食材和配料都非常足！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
周***8,2021/5/19 20:22,第一次买李子柒家的  包装很认真啊 口味尝试后再来追评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
看***8,2021/5/18 21:18,收到货迫不及待就吃了，本以为自己不吃臭（我从来不吃臭的食物）的会受不了这个味道，没想到一点没有就是一包很多，吃到撑。吃完打嗝才会有螺蛳粉的味道，唯一就是老公刚进门说受不了这个味道,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
随***8,2021/5/19 19:11,第二次买了，这次薇娅直播间抢购更优惠。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
c***9,2021/5/15 11:27,刚收到就煮起了，配件包好足，味道也很不错，好吃😄,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
c***头,2021/5/18 8:01,满满三大包，看包装看得出来很用心，还没吃先赞一个,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
g***1,2021/5/5 13:18,昨晚收到，今天中午就试吃了一下，份量很大对我来说太多了，跟4岁多的儿子两个人才可以一起吃完，煮出来一大碗，我们口味不会很重，儿子不吃辣椒，不放辣椒油味道也还不错，有些螺丝粉不放辣椒简直不能吃，日期很新鲜，里面配料都很新鲜，物流非常快，蛮不错。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
吻***1,2021/5/10 20:05,料足，味美，如果不喜欢吃辣的，可以不放里面辣包都行就行，然后也挺好吃的嗯，放辣包觉得确实是有点辣。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
酒***v,2021/5/16 23:27,身边朋友都在推荐李子柒螺蛳粉，但是自己嗦了一次感觉还是之前去广西带回来的某牌子好吃，李子柒这个口味偏辣，鲜味不足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
夏***1,2021/5/18 21:17,满满的三大包，期待它的美味，好想吃啊&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/4 10:00,超級超級好吃的，比在我們鎮上的店裏面吃的還要好吃正宗，在直播間買的還超級優惠，還會來的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
简***8,2021/5/11 21:21,整体评价：顺丰快递，速度非常快，今天拍，明天到，味道OK，料挺多的，但是粉再多一点就好了。煮之前最好先把粉泡软了，再煮那样子口感好一点。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
李***6,2021/5/19 16:52,包装品质：可以 整体评价：可以,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***7,2021/5/19 18:09,味道很不错呢。包装感觉也很清爽。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
l***一,2021/5/6 11:29,收到很满意!🍾🍾 口感很好🍾 汤好喝🍾 酸辣味酸臭味贼喜欢🍾🍾🍾强烈推荐给里面配菜也非常丰富🍾 很耐煮不易断🍾 辣油很香🍾 值得购买🍾🥂🍾里面配菜也很多🍾QQ弹弹有劲🍾 配菜也非常丰富🍾🍾🍾 笋脆嫩不老🍾 比实体店优惠太多了🍾吃着很过瘾4🍾🍾味道就特别有食欲🍾非常接近在柳州吃的味道了，好评啦！！！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
朱***1,2021/5/17 20:14,份量够足，配料多，味道不错,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
m***6,2021/5/15 13:01,整体评价：已经第三次回购 每次都买三包 日期都很新鲜 而且发货速度快 今日上午下单 次日下午就到货  现在我都不叫外卖 想吃就自己煮 一般一个星期吃一个过一下口瘾,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
薰***y,2021/5/15 19:06,第一次在朋友那里吃的  味道好极了  这次回购,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
我***6,2021/5/3 12:52,购了好多次，🍭还是钟爱这款螺蛳粉辣味比较淡，🍈口味不重的可以。米粉的质量还不错。🐚发货日期就是生产日期，↙螺蛳粉汤料好，🏫它的粉挺多的👪吃完都撑得慌🐛真的很香😅性价比很高啦👆毕竟便宜啦‼好恰好恰🈷推荐购买！腐竹花生酥脆📃粉也很Q滑！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
z***7,2021/5/19 16:26,真的很好吃o，烫鲜味美，过段的在回购几包。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
z***4,2021/5/16 16:49,尝了很多家的螺狮粉、来来回回、最后还是认准这个牌子、确实好吃😋,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
1***g,2021/5/7 16:25,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
林***6,2021/5/19 18:40,第一次买的我家婆说很好吃，儿子也很喜欢吃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
h***6,2021/5/17 18:00,收到货啦，一如既往的喜欢，口感味道好极了！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
h***3,2021/5/12 15:55,好吃是好吃，比别的也稍微贵一点，味道偏甜辣，不是很能吃辣的人可以买，还行。 粉的份量很少,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
爱***尧,2021/5/20 19:53,这次的螺狮粉是卖过最划算的一次，,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***s,2021/5/17 21:15,还不错，就是面煮8分钟还是没熟透的感觉。不喜欢这里面的萝卜。一份的话女生刚好，男生应该要2包一次。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***1,2021/5/20 17:29,来到货就迫不及待的尝尝了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/10 16:03,螺蛳粉这个东西看着流口水，吃完还想吃，会上瘾的，一开始我接受不了那味道，后来吃了直接爱上，这个牌子的味道正宗，会回购的,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/19 7:48,回购产品就不多说什么啦 好吃料足,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
吕***伽,2021/5/20 9:18,挺好的，一直回购，棒棒棒，喜欢李子柒螺蛳粉量大又好吃，爱了,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***p,2021/5/20 21:50,以前吃螺蛳粉感觉味大 酸笋都不放的 这次看评论里说味道没那么大 不冲 就买了两份 还真是适合初级阶段的嗦粉者 哈哈 这次也蛮优惠 好评好评,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
咪***j,2021/5/20 18:32,整体评价：第二次购买了 胀包问题：发了一个纸箱，包装很好 口感味道：是我喜欢的口味,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
紫***1,2021/5/11 19:41,买了好多次了，真的很喜欢这个味道，正宗，做活动时候买的很划算，吃完再购买，总之就喜欢吃螺蛳粉而且是李子柒的😁😁😁😁,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***e,2021/5/17 22:57,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
仓***爵,2021/5/18 19:40,量足，好吃，无限回购，吃上就爱上😬🉑,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
s***r,2021/5/18 21:41,此用户没有填写评论!,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
a***7,2021/5/19 16:00,很好呦，精致呢，推荐推荐，香香香,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
g***g,2021/5/16 18:06,真的很喜欢李子柒家的螺蛳粉，是我喜欢的口味。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***4,2021/5/16 20:35,灰常喜欢！好吃的！什么时候有活动我一定还有再回顾！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***5,2021/5/10 17:29,东西收到后我迫不及待的打开吃了，真是太好吃，酸辣开胃，浑身通透，吃完还想吃，有种欲罢不能的感觉。还会购买的。,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***2,2021/5/16 14:26,棒，李子柒的配菜真是最好吃的，不臭，应该很多人都能接受的味道，楼下超市得买15一包，屯8包才六十多很划算呀,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
t***6,2021/5/18 15:52,超好吃 量很足 自己吃到撑 我最喜欢腐竹！！买了好几包屯着！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
采***颜,2021/5/20 22:37,薇娅直播间买的，实惠！,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
冬***3,2021/5/12 13:38,商品符合描述，主要是活动便宜，能省很多钱一如既往的好品质，非常喜欢的一款产品，非常棒！o(*￣︶￣*)o还会在回购的😃😃😃,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
浅***i,2021/5/10 9:56,吃了那么多家还是最喜欢李子柒，回购了好多次。虽然现在涨价了，有点吃不起嘤嘤嘤。但还是宵夜必备，对肠胃不好的人来说这汤刚刚好，好像有点营养，喝了暖胃上头但不会太上火，比起烧烤奶茶此类的，螺狮粉真的不怕太胖哈哈,口味:【鲜辣酸爽烫 】 螺蛳粉335g*3袋
